StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_13,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_22,Q10_23,Q10_27,Q10_29,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_22,Q11_23,Q11_27,Q11_29,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q26
2017-08-01 23:15:15,2017-08-01 23:35:32,IP Address,197.1.210.235,100,1216,True,2017-08-01 23:35:32,R_3ESGIISzFxdP7sM,,,,,34,9,anonymous,EN,Woman,17,Tunisia (8090),Dolores Umbridge,Hermione Granger,Minerva McGonagall,False,4,21,12,11,20,5,1,6,16,15,17,2,13,7,3,14,19,9,10,18,8,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Maybe/Unsure,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,1,4,17,7,2,5,11,18,12,10,13,9,15,3,6,8,20,14,16,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 23:34:19,2017-08-01 23:48:15,IP Address,166.182.80.66,100,835,True,2017-08-01 23:48:15,R_UDCzmL1uxa7CEyR,,,,,35.227096557617,-80.843101501465,anonymous,EN,Woman,28,72554,Dolores Umbridge,"Other ",Severus Snape,True,8,20,10,11,19,6,7,9,18,16,15,2,17,4,5,3,21,12,13,14,1,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,6,8,19,9,1,3,7,18,2,15,11,10,12,4,13,5,17,14,16,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-02 00:29:20,2017-08-02 00:42:32,IP Address,98.214.50.185,100,791,True,2017-08-02 00:42:32,R_1ifK8ho0WuWweu0,,,,,40.129104614258,-89.364097595215,anonymous,EN,Woman,39,62656,Bellatrix Lestrange,Neville Longbottom,Harry Potter,False,7,20,16,11,21,3,6,5,18,15,12,2,19,4,8,9,13,10,14,17,1,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,3,5,20,6,1,7,14,16,4,9,18,8,13,2,10,11,17,12,15,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 08:31:22,2017-08-02 01:32:29,IP Address,45.56.54.252,100,61266,True,2017-08-02 01:32:29,R_eCXWUGm0vmCnX7b,,,,,40.339294433594,-111.57089996338,anonymous,EN,Woman,27,83440,Bellatrix Lestrange,"Other ",Severus Snape,False,13,2,11,9,1,12,19,15,6,3,16,17,5,18,21,14,4,8,10,7,20,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack",After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,2,15,13,1,14,20,12,11,3,19,5,8,16,7,18,10,17,4,6,9,4 - Very familiar - #TeamGryffindor
2017-08-02 02:27:33,2017-08-02 02:43:41,IP Address,207.118.178.160,100,967,True,2017-08-02 02:43:42,R_1irCtcL48Yrgpkh,,,,,43.752807617188,-90.804702758789,anonymous,EN,Woman,32,54806,Dolores Umbridge,Ron Weasley,Hermione Granger,False,6,19,12,11,20,2,3,9,13,18,15,1,16,7,4,8,21,10,14,17,5,Non-Aggressive,,Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,7,6,20,13,1,3,11,18,8,17,15,4,10,2,5,12,16,9,14,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-02 03:35:43,2017-08-02 03:55:33,IP Address,162.157.250.209,100,1189,True,2017-08-02 03:55:33,R_2dF534piBfRhAv5,,,,,51.138702392578,-114.20149993896,anonymous,EN,Woman,20,T3G 4H5,Sirius Black,"Other ",Minerva McGonagall,True,14,9,8,18,19,6,7,10,12,17,5,1,4,13,11,3,20,21,15,16,2,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,Maybe/Unsure,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,18,2,4,20,6,13,7,12,15,3,14,17,5,10,1,16,8,19,9,11,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-02 08:13:09,2017-08-02 08:32:07,IP Address,73.39.74.57,100,1137,True,2017-08-02 08:32:07,R_4NJpvSi21RbA4tb,,,,,38.641906738281,-77.346298217773,anonymous,EN,Woman,30,22193,Lord Voldemort (Tom Riddle),Rubeus Hagrid,Harry Potter,False,9,21,14,12,20,8,3,10,18,13,17,5,16,6,1,4,19,7,11,15,2,Non-Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Non-Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,,Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,"Death Eaters attack Harry and his friends ",15,11,10,20,4,1,3,9,19,5,16,17,7,12,6,8,2,18,13,14,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-02 11:09:42,2017-08-02 11:24:07,IP Address,73.26.141.113,100,865,True,2017-08-02 11:24:08,R_3NQ8SHSp1YNgMbd,,,,,35.187393188477,-106.49649810791,anonymous,EN,Woman,26,87111,Bellatrix Lestrange,Neville Longbottom,Rubeus Hagrid,True,3,20,4,9,21,2,5,8,11,14,15,6,16,10,1,7,18,12,13,19,17,Non-Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Aggressive,Non-Aggressive,Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,2,5,19,16,3,7,9,18,4,10,11,6,14,1,8,12,17,15,13,3 - Casually familiar - I've read some books / seen some films.
2017-08-02 13:59:07,2017-08-02 14:09:45,IP Address,107.77.233.162,100,638,True,2017-08-02 14:09:46,R_z6xnIpsbOo25PHz,,,,,33.748992919922,-84.388000488281,anonymous,EN,Woman,24,47711,Bellatrix Lestrange,Neville Longbottom,Harry Potter,False,6,19,10,14,21,5,8,9,15,13,11,3,16,7,2,4,20,12,18,17,1,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Non-Aggressive,Aggressive,Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,5,10,20,6,1,3,9,17,4,15,13,14,11,2,8,7,18,12,16,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-02 14:29:16,2017-08-02 14:39:39,IP Address,47.29.69.1,100,622,True,2017-08-02 14:39:40,R_1GC7PQrtMXVUY5F,,,,,23.350006103516,85.333312988281,anonymous,EN,Woman,21,834009,Lord Voldemort (Tom Riddle),Rubeus Hagrid,Neville Longbottom,False,6,21,16,13,12,7,9,3,10,17,15,5,11,8,1,4,18,14,20,19,2,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Yes,Yes,"Snape/Quirrell hex Harry's first Quidditch game, jinxing his broom","The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,3,10,14,7,1,6,9,18,4,15,12,13,11,2,8,5,17,19,16,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-02 15:03:30,2017-08-02 15:18:10,IP Address,45.47.140.27,100,880,True,2017-08-02 15:18:10,R_1mxPLDTiN1Jlhd0,,,,,43.053497314453,-73.75170135498,anonymous,EN,Woman,17,12020,Lucius Malfoy,"Other ",Hermione Granger,True,9,20,18,13,19,6,7,2,14,16,1,5,17,8,3,11,12,10,15,21,4,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,18,1,3,19,8,5,2,7,20,6,10,16,11,15,4,13,9,17,12,14,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-02 17:27:27,2017-08-02 17:41:01,IP Address,75.174.10.139,100,814,True,2017-08-02 17:41:02,R_3FQKqT0k2XofdEG,,,,,43.612106323242,-116.39149475098,anonymous,EN,Woman,23,83709,Bellatrix Lestrange,Rubeus Hagrid,Hermione Granger,False,5,19,7,8,21,4,6,13,17,16,14,2,15,9,1,11,20,10,12,18,3,Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,No,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,15,5,6,20,14,2,4,7,17,3,19,16,12,8,1,9,10,18,11,13,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-02 18:11:11,2017-08-02 18:21:15,IP Address,75.170.33.198,100,604,True,2017-08-02 18:21:16,R_YaAr2wynJUUCBb3,,,,,44.776794433594,-123.92010498047,anonymous,EN,Woman,14,97401,Dolores Umbridge,Neville Longbottom,Harry Potter,True,6,19,12,14,20,4,5,7,17,13,11,2,16,8,10,3,21,9,15,18,1,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Yes,Maybe/Unsure,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,18,4,5,20,16,1,2,7,19,8,13,14,12,6,3,9,15,17,10,11,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-02 19:14:13,2017-08-02 19:25:12,IP Address,50.72.132.253,100,659,True,2017-08-02 19:25:13,R_3dGqpsYewW0qv4t,,,,,49.941299438477,-97.057098388672,anonymous,EN,Woman,31,"R2g2t8 ",Bellatrix Lestrange,Neville Longbottom,"Other ",False,5,20,8,11,21,6,3,10,12,16,13,2,15,4,7,9,17,14,18,19,1,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,"Death Eaters attack Harry and his friends ",17,4,6,20,8,5,1,10,18,3,19,12,14,11,2,9,13,16,15,7,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-02 19:43:17,2017-08-02 19:59:55,IP Address,76.73.189.184,100,998,True,2017-08-02 19:59:56,R_1Nal2AipfVR27XC,,,,,32.544296264648,-84.920799255371,anonymous,EN,Woman,26,31909,Bellatrix Lestrange,Rubeus Hagrid,Ron Weasley,False,6,17,7,14,19,5,10,13,15,18,3,9,2,20,1,11,21,12,16,4,8,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ","Death Eaters attack Harry and his friends ",18,6,7,19,9,1,4,11,16,5,17,13,15,8,3,12,2,20,10,14,5 - Super fan - I'm basically waiting on my Hogwarts letter.
